8.8577,15.611,265,0.22424,2.757,141.57
1.2865,7.9863,0.28036,-0.31161,0,0
2.1619,25.502,129.61,0.91751,1.5138,25.292
1.3078,8.1346,359.6,-0.41674,0,0
0.45859,3.1177,185,0.38176,0.39548,1.4051
0.27807,4.1427,95,0.2902,0.30454,0
2.2563,23.711,53.172,0.81223,0.88474,8.4305
2.3967,24.843,202.99,0.3885,1.4003,29.507
3.0443,24.333,321.29,0.96357,1.727,26.697
0.46412,3.4275,295,0.41275,0.42991,1.4051
2.3835,22.848,0.13639,1.1235,1.4542,19.671
6.9171,11.748,145,0.38021,1.623,33.722
1.4272,6.0519,235,0.16454,0.41195,4.2153
1.4876,9.9746,49.607,-0.65669,0,0
3.214,16.686,93.229,0.9702,1.5189,18.266
6.5229,12.916,315,0.38,1.4635,28.102
2.3986,25.423,261.45,0.36693,1.242,28.102
1.4823,14.472,181.73,0.74211,1.4226,21.076
1.9879,19.489,359.75,0.32234,0.6227,8.4305
1.6037,17.004,233.49,0.71437,1.5581,26.697
0.53931,3.1177,145,0.27144,0.28884,0
3.1914,23.594,165.92,1.0568,2.1934,47.429
1.9378,19.024,290.12,1.0149,1.8512,29.507
1.0794,10.536,267.45,0.72659,1.2014,15.456
1.5241,15.593,21.071,-0.92187,0,0
1.0482,16.889,126.24,0.20435,0.59598,7.0254
6.0337,9.7198,205,0.74578,2.1806,44.963
1.1619,6.6535,325,0.083363,0.27304,1.4051
1.4131,25.291,84.425,0.98755,1.1431,14.051
1.772,8.8562,121.26,-0.66388,0,0
0.3101,2.3462,265,0.34561,0.35281,0
1.1819,13.832,337.64,0.68555,1.0235,12.646
1.057,16.575,64.953,0.84487,0.90999,9.8356
5.1675,16.862,207.4,0.82879,2.7083,68.505
1.8756,25.117,232.61,0.54129,1.4668,29.507
1.8062,17.648,261.99,0.27887,1.0365,22.481
2.6001,10.083,79.152,0.89579,1.1517,12.646
1.4779,16.896,154.59,1.092,1.7852,25.292
1.4613,10.659,295.52,-0.40116,-0.033257,0
1.7208,8.5965,164.2,-0.43501,0,0
2.4081,22.203,26.719,0.56676,0.7106,8.4305
1.7645,17.644,315.47,-0.62515,0,0
6.2332,12.916,5,0.32865,0.89416,15.456
6.2136,9.7198,245,0.60549,2.0553,47.429
4.38,24.595,286.46,0.95077,2.2507,47.429
2.0892,8.9071,25.181,1.0223,1.1659,12.646
0.82314,12.936,212.6,-0.95153,0,0
3.2705,22.276,107.35,0.94244,1.6223,23.886
6.7835,17.162,335,0.326,1.298,21.076
0.25677,2.1341,215,0.43011,0.43474,1.4051
7.1693,11.748,285,-0.091791,1.387,28.102
6.1467,21.262,243.25,1.0223,3.1684,141.57
4.5898,13.655,358.94,0.67261,1.2238,15.456
3.2324,20.025,186.93,1.0741,2.4826,48.834
1.2713,11.472,142.83,0.64888,1.0445,14.051
1.0626,8.8255,189.35,0.79478,1.1928,14.051
2.1919,24.712,346.99,0.84636,1.2302,18.266
1.2067,11.999,100.9,-1.0398,0,0
3.1162,15.532,42.543,1.1551,1.2865,12.646
6.6567,9.7198,335,0.56517,1.3456,19.671
1.2671,11.65,234.64,0.87135,1.4909,19.671
1.9228,17.441,0.052874,0.90408,1.2595,16.861
1.8576,19.353,336.8,0.78485,1.2684,18.266
4.4139,13.039,124.66,0.77661,1.6029,25.292
3.7753,21.392,144.14,0.47023,1.3685,30.912
1.1467,7.4394,211.04,0.62952,0.97022,11.241
1.9875,20.488,216.41,-0.79527,0.089048,7.0254
1.4969,11.685,316.78,0.96235,1.4363,16.861
5.5281,20.786,265.91,0.92643,2.8601,126.11
5.9575,10.686,175,-0.013544,1.2628,29.507
5.0351,14.433,248.41,0.67458,2.2958,55.859
3.1416,20.694,76.396,0.64933,0.91991,12.646
1.2629,12.798,1.3393,-1.1315,0,0
6.0531,16.516,288.21,0.53513,2.2227,50.239
5.0786,20.907,306.55,0.7337,1.9639,40.748
1.9789,14.45,280.08,-0.86702,0,0
3.6147,6.6535,265,0.10421,0.5576,7.0254
3.5482,13.217,159.39,-0.85458,0.0072861,4.2153
1.6515,21.085,246.32,0.46671,1.2384,22.481
4.8333,8.8411,225,0.078912,1.0541,19.671
5.7518,10.686,265,0.13602,1.4627,30.912
1.6374,26.413,109.5,0.65141,0.9963,15.456
4.999,13.802,224.06,0.96985,2.6873,65.695
0.59255,4.1427,125,0.39034,0.43138,2.8102
5.0716,17.164,139.55,0.7181,1.8417,37.937
0.33608,2.3462,165,0.251,0.25949,0
1.7081,19.653,49.728,-0.58626,0,0
2.4689,9.8915,339.45,-0.73537,0,0
2.242,14.741,299.45,1.1603,1.9433,25.292
5.4303,8.8411,305,0.41328,1.1814,19.671
2.2,7.3148,145,0.11434,0.45544,5.6203
5.1767,17.719,171.03,0.83182,2.4105,53.049
1.3428,8.3272,102.33,1.1174,1.335,15.456
3.4128,7.3148,285,0.71994,1.2536,15.456
3.529,12.712,62.251,0.84172,1.0558,12.646
1.5105,21.084,125.24,0.48301,0.91211,14.051
0.32084,6.0519,45,0.30662,0.32886,1.4051
0.94707,16.894,201.03,0.64074,1.2398,18.266
5.5923,21.368,203.23,1.1998,3.3126,74.125
1.4994,13.699,81.338,-0.77435,0,0
